sutta,character,id,is_physically_present,mentioned_by_name,has_speaking_role,has_teaching_role,type,aliases
mn95,Bimbisāra,bimbisāra,FALSE,TRUE,FALSE,FALSE,,
mn95,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn95,Caṅkī,caṅkī,TRUE,TRUE,TRUE,FALSE,,
mn95,Kāpaṭika,kāpathika,TRUE,TRUE,TRUE,FALSE,,
mn95,Kassapa,Kassapa4,FALSE,TRUE,FALSE,FALSE,,
mn95,Pasenadi,pasenadi,FALSE,TRUE,FALSE,FALSE,,
mn95,Pokkharasāti,pokkharasāti,FALSE,TRUE,FALSE,FALSE,,
mn95,Vāmadeva,vāmadeva,FALSE,TRUE,FALSE,FALSE,,
mn95,Vāmaka,vāmaka,FALSE,TRUE,FALSE,FALSE,,
mn95,Vāseṭṭha,Vāseṭṭha1,FALSE,TRUE,FALSE,FALSE,,
mn95,Vessāmitta,Vessamitta1,FALSE,TRUE,FALSE,FALSE,,
mn95,Yamadaggi,,FALSE,TRUE,FALSE,FALSE,,
mn96,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn96,Esukārī,esukārī,TRUE,TRUE,TRUE,FALSE,,
mn97,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn97,Dhanañjāni,,TRUE,TRUE,TRUE,FALSE,,
mn97,Sāriputta,sāriputta,TRUE,TRUE,TRUE,TRUE,enlightened monk,
mn98,Bhāradvāja,Bhāradvāja3,TRUE,TRUE,TRUE,FALSE,,
mn98,Brahmā,,FALSE,TRUE,FALSE,FALSE,,
mn98,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn98,Caṅkī,caṅkī,FALSE,TRUE,FALSE,FALSE,,
mn98,Jāṇussoṇi,jāṇussoṇi,FALSE,TRUE,FALSE,FALSE,,
mn98,Pokkharasāti,pokkharasāti,FALSE,TRUE,FALSE,FALSE,,
mn98,Sakka,sakka,FALSE,TRUE,FALSE,FALSE,deva,
mn98,Tārukkha,tārukkha,FALSE,TRUE,FALSE,FALSE,,
mn98,Todeyya,Todeyya1,FALSE,TRUE,FALSE,FALSE,,
mn98,Vāseṭṭha,Vāseṭṭha3,TRUE,TRUE,TRUE,FALSE,,
mn99,Aṅgīrasa,Aṅgīrasa2,FALSE,TRUE,FALSE,FALSE,,
mn99,Aṭṭhaka,aṭṭhaka1,FALSE,TRUE,FALSE,FALSE,,
mn99,Bhagu,bhagu1,FALSE,TRUE,FALSE,FALSE,,
mn99,Bhāradvāja,,FALSE,TRUE,FALSE,FALSE,,
mn99,Brahmā,,FALSE,TRUE,FALSE,FALSE,,
mn99,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn99,Caṅkī,caṅkī,FALSE,TRUE,FALSE,FALSE,,
mn99,Jāṇussoṇi,jāṇussoṇi,TRUE,TRUE,TRUE,FALSE,,
mn99,Kassapa,Kassapa4,FALSE,TRUE,FALSE,FALSE,,
mn99,Pasenadi,pasenadi,FALSE,TRUE,FALSE,FALSE,,
mn99,Pokkharasāti,pokkharasāti,FALSE,TRUE,FALSE,FALSE,,
mn99,Puṇṇikā,Puṇṇikā2,FALSE,TRUE,FALSE,FALSE,,
mn99,Subha,Subha2,TRUE,TRUE,TRUE,FALSE,,
mn99,Tārukkha,tārukkha,FALSE,TRUE,FALSE,FALSE,,
mn99,Todeyya,,FALSE,TRUE,FALSE,FALSE,,
mn99,Vāmadeva,vāmadeva,FALSE,TRUE,FALSE,FALSE,,
mn99,Vāmaka,vāmaka,FALSE,TRUE,FALSE,FALSE,,
mn99,Vāseṭṭha,Vāseṭṭha1,FALSE,TRUE,FALSE,FALSE,,
mn99,Vessāmitta,Vessamitta1,FALSE,TRUE,FALSE,FALSE,,
mn99,Yamadaggi,,FALSE,TRUE,FALSE,FALSE,,
mn100,Āḷāra Kālāma,āḷārakālāma,FALSE,TRUE,FALSE,FALSE,,Kālāma
mn100,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn100,Dhanañjānī,,TRUE,TRUE,TRUE,FALSE,,
mn100,Rāma,,FALSE,TRUE,FALSE,FALSE,,
mn100,Saṅgārava,saṅgārava,TRUE,TRUE,TRUE,FALSE,,
mn100,Suddhodana,suddhodana,FALSE,FALSE,FALSE,FALSE,,
mn100,Uddaka,uddaka,FALSE,TRUE,FALSE,FALSE,,
mn101,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn101,Nātaputta,nigaṇṭha-nāṭaputta,FALSE,TRUE,FALSE,FALSE,,
mn102,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn103,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn104,Ānanda,ānanda,TRUE,TRUE,TRUE,FALSE,enlightened monk,
mn104,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn104,Cunda,,TRUE,TRUE,TRUE,FALSE,,
mn104,Nātaputta,nigaṇṭha-nāṭaputta,FALSE,TRUE,FALSE,FALSE,,
mn105,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn105,Sunakkhatta,sunakkhatta,TRUE,TRUE,TRUE,FALSE,,
mn106,Ānanda,ānanda,TRUE,TRUE,TRUE,FALSE,enlightened monk,
mn106,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn106,Māra,māra,FALSE,TRUE,FALSE,FALSE,,
mn107,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn107,Moggallāna the Accountant,gaṇaka-moggallāna,TRUE,TRUE,TRUE,FALSE,,
mn108,Ajātasattu,ajātasattu,FALSE,TRUE,FALSE,FALSE,,
mn108,Ānanda,ānanda,TRUE,TRUE,TRUE,TRUE,enlightened monk,
mn108,Buddha,buddha,FALSE,TRUE,FALSE,FALSE,buddha,
mn108,Moggallāna the Guardian,,TRUE,TRUE,TRUE,FALSE,,
mn108,Pajjota,,FALSE,TRUE,FALSE,FALSE,,
mn108,Upananda,Upananda3,TRUE,TRUE,TRUE,FALSE,,
mn108,Vassakāra,vassakāra,TRUE,TRUE,TRUE,FALSE,,
mn109,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn110,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn111,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn111,Sāriputta,sāriputta,FALSE,TRUE,FALSE,FALSE,enlightened monk,
mn112,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn113,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn114,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn114,Sāriputta,sāriputta,TRUE,TRUE,TRUE,FALSE,enlightened monk,
mn115,Ānanda,ānanda,TRUE,TRUE,TRUE,FALSE,enlightened monk,
mn115,Brahmā,,FALSE,TRUE,FALSE,FALSE,,
mn115,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn115,Māra,māra,FALSE,TRUE,FALSE,FALSE,,
mn115,Sakka,sakka,FALSE,TRUE,FALSE,FALSE,deva,
mn116,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn117,Bhañña,bhañña,FALSE,TRUE,FALSE,FALSE,,
mn117,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn117,Vassa,vassa,FALSE,TRUE,FALSE,FALSE,,
mn118,Ānanda,ānanda,TRUE,TRUE,FALSE,FALSE,enlightened monk,
mn118,Anuruddha,anuruddha,TRUE,TRUE,FALSE,FALSE,enlightened monk,
mn118,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn118,Mahācunda,Cunda2,TRUE,TRUE,FALSE,FALSE,enlightened monk,
mn118,Mahākaccāna,mahākaccāyana,TRUE,TRUE,FALSE,FALSE,enlightened monk,
mn118,Mahākappina,mahākappina,TRUE,TRUE,FALSE,FALSE,enlightened monk,
mn118,Mahākassapa,mahākassapa,TRUE,TRUE,FALSE,FALSE,enlightened monk,
mn118,Mahākoṭṭhita,mahākoṭṭhita,TRUE,TRUE,FALSE,FALSE,enlightened monk,
mn118,Mahāmoggallāna,mahāmoggallāna,TRUE,TRUE,FALSE,FALSE,enlightened monk,Moggallāna
mn118,Revata,Revata1,TRUE,TRUE,FALSE,FALSE,,
mn118,Sāriputta,sāriputta,TRUE,TRUE,FALSE,FALSE,enlightened monk,
mn119,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn119,Māra,māra,FALSE,TRUE,FALSE,FALSE,,
mn120,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn121,Ānanda,ānanda,TRUE,TRUE,TRUE,FALSE,enlightened monk,
mn121,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn122,Ānanda,ānanda,TRUE,TRUE,TRUE,FALSE,enlightened monk,
mn122,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn122,Ghaṭa,ghaṭāya,FALSE,TRUE,FALSE,FALSE,,
mn122,Kāḷakhemaka,kālakhemaka,FALSE,TRUE,FALSE,FALSE,,
mn123,Ānanda,ānanda,TRUE,TRUE,TRUE,FALSE,enlightened monk,
mn123,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn124,Bakkula,bakkula,TRUE,TRUE,TRUE,TRUE,,
mn124,Kassapa,Acelakassapa1,TRUE,TRUE,TRUE,FALSE,,
mn125,Aciravata,aciravata,TRUE,TRUE,TRUE,FALSE,,
mn125,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn125,Jayasena,jayasena,TRUE,TRUE,TRUE,FALSE,,
mn126,Bhūmija,bhūmija,TRUE,TRUE,TRUE,FALSE,,
mn126,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn126,Jayasena,jayasena,TRUE,TRUE,TRUE,FALSE,,
mn127,Abhiya Kaccāna,,TRUE,TRUE,TRUE,FALSE,,
mn127,Anuruddha,anuruddha,TRUE,TRUE,TRUE,TRUE,enlightened monk,
mn127,Buddha,buddha,FALSE,TRUE,FALSE,FALSE,buddha,
mn127,Pañcakaṅga,pañcakaṅga,TRUE,TRUE,TRUE,FALSE,,
mn128,Anuruddha,anuruddha,TRUE,TRUE,TRUE,FALSE,enlightened monk,
mn128,Bhagu,,TRUE,TRUE,TRUE,FALSE,,
mn128,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn128,Kimbila,kimbila,TRUE,TRUE,TRUE,FALSE,,
mn128,Nandiya,Nandiya1,TRUE,TRUE,TRUE,FALSE,,
mn129,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn130,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn130,Yama,yama,TRUE,TRUE,TRUE,FALSE,,
mn131,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn132,Ānanda,ānanda,TRUE,TRUE,TRUE,TRUE,enlightened monk,
mn132,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn133,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn133,Mahākaccāna,mahākaccāyana,TRUE,TRUE,TRUE,TRUE,enlightened monk,
mn133,Samiddhi,samiddhi,TRUE,TRUE,TRUE,FALSE,,
mn134,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn134,Candana,Candana1,TRUE,TRUE,TRUE,FALSE,,
mn134,Lomasakaṅgiya,lomasakaṅgiya,TRUE,TRUE,TRUE,FALSE,,
mn135,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn135,Subha,Subha2,TRUE,TRUE,TRUE,FALSE,,
mn135,Todeyya,Todeyya1,FALSE,TRUE,FALSE,FALSE,,
mn136,Ānanda,ānanda,TRUE,TRUE,TRUE,FALSE,enlightened monk,
mn136,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn136,Potaliputta,potaliputta,TRUE,TRUE,TRUE,FALSE,,
mn136,Samiddhi,samiddhi,TRUE,TRUE,TRUE,FALSE,,
mn136,Udāyī,Udāyī1,TRUE,TRUE,TRUE,FALSE,,
mn137,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn138,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn138,Mahākaccāna,mahākaccāyana,TRUE,TRUE,TRUE,TRUE,enlightened monk,
mn139,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn139,Subhūti,subhūti,FALSE,TRUE,FALSE,FALSE,,
mn140,Bhaggava,bhaggava,TRUE,TRUE,TRUE,FALSE,,
mn140,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn140,Pukkusāti,pukkusāti,TRUE,TRUE,TRUE,FALSE,,
mn141,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn141,Mahāmoggallāna,mahāmoggallāna,FALSE,TRUE,FALSE,FALSE,enlightened monk,
mn141,Sāriputta,sāriputta,TRUE,TRUE,TRUE,TRUE,enlightened monk,
mn142,Ānanda,ānanda,TRUE,TRUE,TRUE,FALSE,enlightened monk,
mn142,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn142,Mahāpajāpati Gotamī,mahāpajāpatī,TRUE,TRUE,TRUE,FALSE,,
mn143,Ānanda,ānanda,TRUE,TRUE,TRUE,FALSE,enlightened monk,
mn143,Anāthapiṇḍika,anāthapiṇḍika,TRUE,TRUE,TRUE,FALSE,,
mn143,Buddha,buddha,TRUE,TRUE,TRUE,FALSE,buddha,
mn143,Sāriputta,sāriputta,TRUE,TRUE,TRUE,TRUE,enlightened monk,
mn144,Buddha,buddha,TRUE,TRUE,TRUE,FALSE,buddha,
mn144,Channa,Channa2,TRUE,TRUE,TRUE,FALSE,,
mn144,Mahācunda,Cunda2,TRUE,TRUE,TRUE,TRUE,enlightened monk,
mn144,Sāriputta,sāriputta,TRUE,TRUE,TRUE,FALSE,enlightened monk,
mn145,Anāthapiṇḍika,anāthapiṇḍika,FALSE,TRUE,FALSE,FALSE,,
mn145,Anāthapiṇḍika,anāthapiṇḍika,FALSE,TRUE,FALSE,FALSE,,
mn145,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn145,Puṇṇa,Puṇṇa1,TRUE,TRUE,TRUE,FALSE,,
mn146,Ānanda,ānanda,TRUE,TRUE,TRUE,FALSE,enlightened monk,
mn146,Buddha,buddha,TRUE,TRUE,TRUE,FALSE,buddha,
mn146,Mahāpajāpati Gotamī,mahāpajāpatī,TRUE,TRUE,TRUE,FALSE,,
mn146,Nandaka,Nandaka1,TRUE,TRUE,TRUE,TRUE,,
mn147,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn147,Rāhula,rāhula,TRUE,TRUE,TRUE,FALSE,enlightened monk,
mn148,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn149,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn150,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn151,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn151,Sāriputta,sāriputta,TRUE,TRUE,TRUE,FALSE,enlightened monk,
mn152,Ānanda,ānanda,TRUE,TRUE,TRUE,FALSE,enlightened monk,
mn152,Buddha,buddha,TRUE,TRUE,TRUE,TRUE,buddha,
mn152,Pārāsariya,Pārāsariya2,FALSE,TRUE,FALSE,FALSE,,
mn152,Uttara,Uttara5,TRUE,TRUE,TRUE,FALSE,,
